River,Site,Year,Site_code,Latitude,Longitude,Drainage.area.sq.km,Transect,life_history,Tribe,species_code,TDMt_total,TAFDMt_total,TSMt_total,OSMt_total,ISMt_total,P_TDM_total,P_TAFDM_total,P_TSM_total,P_OSM_total,P_ISM_total,total_organic_B_total,total_organic_P_total,total_inorganic_B_total,total_inorganic_P_total,TDMt_m2,TAFDMt_m2,TSMt_m2,OSMt_m2,ISMt_m2,P_TDM_m2,P_TAFDM_m2,P_TSM_m2,P_OSM_m2,P_ISM_m2,total_organic_B_m2,total_organic_P_m2,total_inorganic_B_m2,total_inorganic_P_m2
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Periodic,Lampsilini,ELIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Opportunistic,Lampsilini,PFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Opportunistic,Lampsilini,LREC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Periodic,Lampsilini,OARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Opportunistic,Lampsilini,PINF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Equilibrium,Pleurobemini,PPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Opportunistic,Lampsilini,LTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Periodic,Alasmodontini,SSUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Opportunistic,Lampsilini,TPAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Opportunistic,Lampsilini,PPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Periodic,Lampsilini,HPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Periodic,Lampsilini,VVIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Periodic,Pleurobemini,ECRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Opportunistic,Lampsilini,TTRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,NA,Lampsilini,LAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_0,Periodic,Anodontini,LCOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,NA,Corbicula,CFLU,0.295174573,0.22802443,11.37582479,0.331036502,11.04478829,0.174405252,0.140692276,7.432188962,0.216276699,7.215912263,0.559060932,0.356968975,11.11193844,7.249625238,0.236139659,0.182419544,9.100659835,0.264829201,8.835830634,0.139524202,0.112553821,5.945751169,0.173021359,5.77272981,0.447248746,0.28557518,8.889550748,5.799700191
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Equilibrium,Pleurobemini,FCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Opportunistic,Lampsilini,LORN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Lampsilini,OREF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Equilibrium,Pleurobemini,PDEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Equilibrium,Quadrulini,PKIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Lampsilini,LSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Lampsilini,MACU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Lampsilini,OUNI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Equilibrium,Quadrulini,QVER,0.053436255,0.018636851,1.767454337,0.108521696,1.658932641,0.052176998,0.018440421,1.722671643,0.105772039,1.616899604,0.127158547,0.12421246,1.693732045,1.650636182,0.042749004,0.014909481,1.413963469,0.086817357,1.327146112,0.041741599,0.014752337,1.378137315,0.084617631,1.293519684,0.101726838,0.099369968,1.354985636,1.320508945
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Pleurobemini,EARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Equilibrium,Amblemini,APLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Equilibrium,Pleurobemini,REBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Equilibrium,Quadrulini,QQUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Opportunistic,Lampsilini,TDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Equilibrium,Quadrulini,MNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Lampsilini,LLIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Lampsilini,ELIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Opportunistic,Lampsilini,PFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Opportunistic,Lampsilini,LREC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Lampsilini,OARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Opportunistic,Lampsilini,PINF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Equilibrium,Pleurobemini,PPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Opportunistic,Lampsilini,LTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Alasmodontini,SSUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Opportunistic,Lampsilini,TPAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Opportunistic,Lampsilini,PPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Lampsilini,HPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Lampsilini,VVIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Pleurobemini,ECRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Opportunistic,Lampsilini,TTRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,NA,Lampsilini,LAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_10,Periodic,Anodontini,LCOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,NA,Corbicula,CFLU,0.10515807,0.077002875,3.542264405,0.103079894,3.439184511,0.056850341,0.042070013,1.964810072,0.057175973,1.907634099,0.180082769,0.099245987,3.467339705,1.922414427,0.084126456,0.0616023,2.833811524,0.082463915,2.751347609,0.045480273,0.033656011,1.571848058,0.045740778,1.526107279,0.144066215,0.079396789,2.773871764,1.537931541
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Equilibrium,Pleurobemini,FCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Opportunistic,Lampsilini,LORN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Lampsilini,OREF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Equilibrium,Pleurobemini,PDEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Equilibrium,Quadrulini,PKIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Lampsilini,LSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Lampsilini,MACU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Lampsilini,OUNI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Equilibrium,Quadrulini,QVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Pleurobemini,EARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Equilibrium,Amblemini,APLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Equilibrium,Pleurobemini,REBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Equilibrium,Quadrulini,QQUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Opportunistic,Lampsilini,TDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Equilibrium,Quadrulini,MNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Lampsilini,LLIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Lampsilini,ELIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Opportunistic,Lampsilini,PFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Opportunistic,Lampsilini,LREC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Lampsilini,OARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Opportunistic,Lampsilini,PINF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Equilibrium,Pleurobemini,PPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Opportunistic,Lampsilini,LTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Alasmodontini,SSUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Opportunistic,Lampsilini,TPAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Opportunistic,Lampsilini,PPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Lampsilini,HPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Lampsilini,VVIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Pleurobemini,ECRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Opportunistic,Lampsilini,TTRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,NA,Lampsilini,LAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_16,Periodic,Anodontini,LCOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,NA,Corbicula,CFLU,0.016391346,0.011442367,0.492901123,0.014343423,0.4785577,0.016391346,0.011442367,0.492901123,0.014343423,0.4785577,0.02578579,0.02578579,0.483506679,0.483506679,0.013113077,0.009153894,0.394320898,0.011474738,0.38284616,0.013113077,0.009153894,0.394320898,0.011474738,0.38284616,0.020628632,0.020628632,0.386805343,0.386805343
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Equilibrium,Pleurobemini,FCER,0.453886418,0.398463007,19.45967132,1.015794843,18.44387647,0.090805789,0.077114514,3.479830333,0.181647143,3.298183189,1.41425785,0.258761658,18.49929988,3.311874463,0.363109134,0.318770406,15.56773705,0.812635874,14.75510118,0.072644631,0.061691611,2.783864266,0.145317715,2.638546551,1.13140628,0.207009326,14.79943991,2.649499571
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Opportunistic,Lampsilini,LORN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Lampsilini,OREF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Equilibrium,Pleurobemini,PDEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Equilibrium,Quadrulini,PKIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Lampsilini,LSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Lampsilini,MACU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Lampsilini,OUNI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Equilibrium,Quadrulini,QVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Pleurobemini,EARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Equilibrium,Amblemini,APLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Equilibrium,Pleurobemini,REBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Equilibrium,Quadrulini,QQUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Opportunistic,Lampsilini,TDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Equilibrium,Quadrulini,MNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Lampsilini,LLIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Lampsilini,ELIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Opportunistic,Lampsilini,PFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Opportunistic,Lampsilini,LREC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Lampsilini,OARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Opportunistic,Lampsilini,PINF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Equilibrium,Pleurobemini,PPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Opportunistic,Lampsilini,LTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Alasmodontini,SSUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Opportunistic,Lampsilini,TPAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Opportunistic,Lampsilini,PPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Lampsilini,HPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
SIPSEY,FAYETTE,2019,S1,33.682677,-87.803948,668.2169324,20-40_4,Periodic,Lampsilini,VVIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
