StartDate,EndDate,Block,Treatment,Plot,Replicate,SamplingMethod,Family,Genus,Species,Males,Females,Immature
20080922,20081002,Valley,Logged,2,4,Pitfall,HAHNIIDAE,Neoantistea,magna,1,0,0
20080922,20081002,Valley,Logged,2,2,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,1
20080718,20080728,Valley,Logged,2,3,Pitfall,LINYPHIIDAE,Collinsia,oxypaederotipus,0,1,0
20080718,20080728,Valley,Logged,2,3,Pitfall,CORINNIDAE,Phrurotimpus,alarius,0,1,0
20080718,20080728,Valley,Logged,2,3,Pitfall,LINYPHIIDAE,Ceraticelus,minutus,1,0,0
20080519,20080529,Valley,Logged,2,1,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,1
20080718,20080728,Valley,Logged,2,1,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,1
20080718,20080728,Valley,Logged,2,2,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,3
20080519,20080529,Valley,Logged,2,2,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,1
20080922,20081002,Valley,Logged,2,2,Pitfall,AMAUROBIIDAE,Wadotes,hybridus,3,0,0
20080718,20080728,Valley,Logged,2,3,Pitfall,GNAPHOSIDAE,Zelotes,fratris,1,0,0
20080718,20080728,Valley,Logged,2,4,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,1
20080718,20080728,Valley,Logged,2,4,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,31
20080718,20080728,Valley,Logged,2,5,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,0,1,0
20080718,20080728,Valley,Logged,2,5,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,3
20080519,20080529,Valley,Logged,2,3,Litter_sifting,LIOCRANIDAE,Agroeca,ornata,0,1,0
20080718,20080728,Valley,Logged,2,5,Litter_sifting,AGELENIDAE,immAgel,sp.,0,0,1
20080922,20081002,Valley,Logged,2,1,Pitfall,CLUBIONIDAE,immClub,sp.,0,0,1
20080718,20080728,Valley,Logged,2,3,Pitfall,GNAPHOSIDAE,immGnap,sp.,0,0,1
20080718,20080728,Valley,Logged,2,3,Pitfall,LINYPHIIDAE,Meioneta,simplex,1,0,0
20080519,20080529,Valley,Logged,2,1,Pitfall,CORINNIDAE,Phrurotimpus,alarius,1,1,0
20080519,20080529,Valley,Logged,2,1,Pitfall,THERIDIIDAE,Robertus,riparius,1,0,0
20080718,20080728,Valley,Logged,2,3,Pitfall,LINYPHIIDAE,Tapinocyba,minuta,1,0,0
20080718,20080728,Valley,Logged,2,3,Pitfall,HAHNIIDAE,Neoantistea,magna,1,0,0
20080519,20080529,Valley,Logged,2,3,Pitfall,LYCOSIDAE,Pardosa,xerampelina,10,0,0
20080519,20080529,Valley,Logged,2,3,Pitfall,LINYPHIIDAE,Meioneta,simplex,5,0,0
20080718,20080728,Valley,Logged,2,3,Litter_sifting,CORINNIDAE,Castianeira,cingulata,1,0,0
20080718,20080728,Valley,Logged,2,5,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080922,20081002,Valley,Logged,2,4,Litter_sifting,LINYPHIIDAE,Walckenaeria,minuta,1,1,0
20080519,20080529,Valley,Logged,2,5,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,1
20080922,20081002,Valley,Logged,2,4,Litter_sifting,SALTICIDAE,immSalt,sp.,0,0,3
20080922,20081002,Valley,Logged,2,4,Litter_sifting,LINYPHIIDAE,Microneta,viaria,1,0,0
20080922,20081002,Valley,Logged,2,1,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,0,2,0
20080922,20081002,Valley,Logged,2,4,Litter_sifting,LIOCRANIDAE,Agroeca,ornata,1,0,0
20080922,20081002,Valley,Logged,2,5,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,1,0,0
20080922,20081002,Valley,Logged,2,4,Litter_sifting,LINYPHIIDAE,Ceratinops,annulipes,1,0,0
20080922,20081002,Valley,Logged,2,4,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080718,20080728,Valley,Logged,2,1,Pitfall,LYCOSIDAE,Pardosa,distincta,1,0,0
20080718,20080728,Valley,Logged,2,4,Pitfall,HAHNIIDAE,Neoantistea,magna,1,0,0
20080922,20081002,Valley,Logged,2,4,Litter_sifting,LINYPHIIDAE,Tapinocyba,simplex,1,0,0
20080922,20081002,Valley,Logged,2,4,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,7,3,0
20080519,20080529,Valley,Logged,2,5,Pitfall,SALTICIDAE,Habronattus,viridipes,2,0,0
20080519,20080529,Valley,Logged,2,5,Pitfall,LYCOSIDAE,Hogna,frondicola,1,0,0
20080519,20080529,Valley,Logged,2,5,Pitfall,HAHNIDAE,immHahn,sp.,0,0,1
20080718,20080728,Valley,Logged,2,5,Pitfall,GNAPHOSIDAE,Zelotes,fratris,0,1,0
20080519,20080529,Valley,Logged,2,5,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,1
20080718,20080728,Valley,Logged,2,1,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,21
20080718,20080728,Valley,Logged,2,1,Pitfall,LYCOSIDAE,Pardosa,xerampelina,0,1,0
20080718,20080728,Valley,Logged,2,5,Pitfall,CORINNIDAE,Phrurotimpus,alarius,0,2,0
20080519,20080529,Valley,Logged,2,4,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080519,20080529,Valley,Logged,2,4,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,1
20080718,20080728,Valley,Logged,2,5,Pitfall,SALTICIDAE,Naphrys,pulex,1,0,0
20080718,20080728,Valley,Logged,2,5,Pitfall,CORINNIDAE,Castianeira,cingulata,0,0,2
20080718,20080728,Valley,Logged,2,5,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,3
20080922,20081002,Valley,Logged,2,2,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080922,20081002,Valley,Logged,2,2,Litter_sifting,LINYPHIIDAE,Walckenaeria,minuta,1,0,0
20080922,20081002,Valley,Logged,2,4,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,2
20080922,20081002,Valley,Logged,2,2,Litter_sifting,SALTICIDAE,immSalt,sp.,0,0,1
20080922,20081002,Valley,Logged,2,4,Litter_sifting,HAHNIIDAE,Neoantistea,magna,0,2,0
20080922,20081002,Valley,Logged,2,4,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,12
20080922,20081002,Valley,Logged,2,4,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,1
20080519,20080529,Valley,Logged,2,1,Pitfall,LYCOSIDAE,Pardosa,xerampelina,13,1,0
20080519,20080529,Valley,Logged,2,1,Pitfall,GNAPHOSIDAE,Zelotes,fratris,1,2,0
20080519,20080529,Valley,Logged,2,1,Pitfall,LIOCRANIDAE,Agroeca,ornata,1,0,0
20080519,20080529,Valley,Logged,2,1,Pitfall,SALTICIDAE,Habronattus,viridipes,0,1,0
20080519,20080529,Valley,Logged,2,1,Pitfall,LYCOSIDAE,Pirata,montanus,14,1,0
20080519,20080529,Valley,Logged,2,1,Pitfall,AMAUROBIIDAE,Amaurobius,borealis,3,0,0
20080718,20080728,Valley,Logged,2,4,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,1
20080519,20080529,Valley,Logged,2,5,Litter_sifting,GNAPHOSIDAE,Zelotes,duplex,1,0,0
20080519,20080529,Valley,Logged,2,3,Litter_sifting,HAHNIIDAE,Neoantistea,magna,0,1,0
20080922,20081002,Valley,Logged,2,1,Litter_sifting,CLUBIONIDAE,immClub,sp.,0,0,1
20080922,20081002,Valley,Logged,2,1,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,3
20080519,20080529,Valley,Logged,2,5,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,4
20080922,20081002,Valley,Logged,2,1,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,7
20080519,20080529,Valley,Logged,2,5,Pitfall,LIOCRANIDAE,Agroeca,ornata,1,0,0
20080519,20080529,Valley,Logged,2,3,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,0,1,0
20080922,20081002,Valley,Logged,2,1,Litter_sifting,HAHNIIDAE,Hahnia,cinerea,0,1,0
20080922,20081002,Valley,Logged,2,1,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080519,20080529,Valley,Logged,2,5,Pitfall,CORINNIDAE,Phrurotimpus,borealis,0,1,0
20080519,20080529,Valley,Logged,2,5,Pitfall,LINYPHIIDAE,Walckenaeria,pallida,1,0,0
20080519,20080529,Valley,Logged,2,5,Pitfall,LYCOSIDAE,Pardosa,xerampelina,8,1,0
20080922,20081002,Valley,Logged,2,1,Litter_sifting,LINYPHIIDAE,Scylaceus,pallidus,1,0,0
20080922,20081002,Valley,Logged,2,1,Litter_sifting,CORINNIDAE,Phrurotimpus,alarius,0,1,0
20080922,20081002,Valley,Logged,2,1,Litter_sifting,LINYPHIIDAE,Ceratinops,annulipes,0,1,0
20080922,20081002,Valley,Logged,2,1,Litter_sifting,CORINNIDAE,Castianeira,cingulata,0,1,0
20080519,20080529,Valley,Logged,2,5,Litter_sifting,CORINNIDAE,Phrurotimpus,alarius,1,0,0
20080519,20080529,Valley,Logged,2,5,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,0,1,0
20080519,20080529,Valley,Logged,2,1,Pitfall,LINYPHIIDAE,Microneta,viaria,1,0,0
20080922,20081002,Valley,Logged,2,1,Litter_sifting,THOMISIDAE,immThom,sp.,0,0,1
20080519,20080529,Valley,Logged,2,5,Litter_sifting,THERIDIIDAE,Pholcomma,hirsutum,0,1,0
20080519,20080529,Valley,Logged,2,3,Litter_sifting,SALTICIDAE,Neon,nelli,1,0,0
20080519,20080529,Valley,Logged,2,5,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,1
20080519,20080529,Valley,Logged,2,5,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080519,20080529,Valley,Logged,2,5,Litter_sifting,CORINNIDAE,Phrurotimpus,borealis,1,0,0
20080519,20080529,Valley,Logged,2,3,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,1
20080519,20080529,Valley,Logged,2,3,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,2
20080519,20080529,Valley,Logged,2,3,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,1
20080519,20080529,Valley,Logged,2,3,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080519,20080529,Valley,Logged,2,3,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080519,20080529,Valley,Logged,2,3,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,2
20080519,20080529,Valley,Logged,2,3,Litter_sifting,AMAUROBIIDAE,Amaurobius,borealis,1,0,0
20080519,20080529,Valley,Logged,2,5,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,2
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,8
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,3
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,THERIDIIDAE,immTher,sp.,0,0,5
20080922,20081002,Valley,Hemlock,3,1,Pitfall,GNAPHOSIDAE,immGnap,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,1,Pitfall,AGELENIDAE,Agelenopsis,utahana,0,1,0
20080922,20081002,Valley,Hemlock,3,2,Pitfall,AMAUROBIIDAE,Wadotes,hybridus,1,0,0
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,6
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,1,Pitfall,AMAUROBIIDAE,Wadotes,calcaratus,1,0,0
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,HAHNIIDAE,Neoantistea,magna,1,0,0
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Eperigone,maculata,1,3,0
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,0,6,0
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Walckenaeria,atrotibialis,0,1,0
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,THERIDIIDAE,Robertus,riparius,1,3,0
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,Microneta,viaria,0,2,0
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,5
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,14
20080519,20080529,Valley,Hemlock,3,3,Pitfall,LINYPHIIDAE,Ceraticelus,minutus,1,0,0
20080519,20080529,Valley,Hemlock,3,3,Pitfall,LINYPHIIDAE,Walckenaeria,directa,1,0,0
20080519,20080529,Valley,Hemlock,3,3,Pitfall,AMAUROBIIDAE,Amaurobius,borealis,5,0,0
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,THERIDIIDAE,immTher,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,3
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,AMAUROBIIDAE,Amaurobius,borealis,0,2,0
20080519,20080529,Valley,Hemlock,3,4,Pitfall,LINYPHIIDAE,Meioneta,simplex,1,0,0
20080718,20080728,Valley,Hemlock,3,3,Pitfall,LINYPHIIDAE,immLiny,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,AMAUROBIIDAE,Amaurobius,borealis,0,1,0
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,0,3,0
20080922,20081002,Valley,Hemlock,3,5,Pitfall,HAHNIIDAE,Neoantistea,magna,0,1,0
20080922,20081002,Valley,Hemlock,3,3,Pitfall,HAHNIIDAE,Neoantistea,magna,1,1,0
20080922,20081002,Valley,Hemlock,3,3,Pitfall,AMAUROBIIDAE,Wadotes,hybridus,2,0,0
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,Eperigone,maculata,0,1,0
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,SALTICIDAE,immSalt,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,4,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,4,Pitfall,HAHNIDAE,immHahn,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,4,Pitfall,LYCOSIDAE,Pirata,montanus,0,1,0
20080718,20080728,Valley,Hemlock,3,4,Pitfall,LINYPHIIDAE,Eperigone,brevidentata,0,1,0
20080718,20080728,Valley,Hemlock,3,2,Litter_sifting,HAHNIIDAE,Neoantistea,magna,3,0,0
20080718,20080728,Valley,Hemlock,3,3,Pitfall,HAHNIIDAE,Neoantistea,magna,1,0,0
20080718,20080728,Valley,Hemlock,3,1,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,16
20080519,20080529,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,5
20080519,20080529,Valley,Hemlock,3,3,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,2
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,4
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,SALTICIDAE,immSalt,sp.,0,0,2
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,3
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,0,1,0
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,6
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080519,20080529,Valley,Hemlock,3,2,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,2,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,6
20080519,20080529,Valley,Hemlock,3,2,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,2
20080519,20080529,Valley,Hemlock,3,2,Litter_sifting,LYCOSIDAE,Pirata,montanus,1,0,0
20080519,20080529,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,1,1,0
20080519,20080529,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,4,0
20080519,20080529,Valley,Hemlock,3,4,Pitfall,AMAUROBIIDAE,Callobius,bennetti,1,0,0
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,15
20080718,20080728,Valley,Hemlock,3,4,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,4,Litter_sifting,AMAUROBIIDAE,Amaurobius,borealis,0,2,0
20080718,20080728,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080718,20080728,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,1,1,0
20080718,20080728,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,0,4,0
20080718,20080728,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,0,1,0
20080718,20080728,Valley,Hemlock,3,4,Litter_sifting,HAHNIIDAE,Neoantistea,magna,1,0,0
20080718,20080728,Valley,Hemlock,3,4,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,3
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,HAHNIIDAE,Neoantistea,magna,1,0,0
20080718,20080728,Valley,Hemlock,3,4,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,4
20080519,20080529,Valley,Hemlock,3,3,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,1,3,0
20080519,20080529,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Meioneta,simplex,1,0,0
20080718,20080728,Valley,Hemlock,3,5,Pitfall,HAHNIIDAE,Neoantistea,magna,3,0,0
20080718,20080728,Valley,Hemlock,3,5,Pitfall,DICTYNIDAE,immDict,sp.,0,0,2
20080922,20081002,Valley,Hemlock,3,4,Pitfall,AMAUROBIIDAE,Wadotes,hybridus,2,0,0
20080519,20080529,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080718,20080728,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,0,3,0
20080718,20080728,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,17
20080718,20080728,Valley,Hemlock,3,1,Pitfall,HAHNIIDAE,Neoantistea,magna,3,0,0
20080519,20080529,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,1,0,0
20080519,20080529,Valley,Hemlock,3,2,Pitfall,HAHNIIDAE,Cryphoeca,montana,2,0,0
20080519,20080529,Valley,Hemlock,3,2,Pitfall,AMAUROBIIDAE,Amaurobius,borealis,4,0,0
20080519,20080529,Valley,Hemlock,3,4,Pitfall,LINYPHIIDAE,Tapinocyba,minuta,1,1,0
20080519,20080529,Valley,Hemlock,3,4,Pitfall,LINYPHIIDAE,LinyToID,sp2,1,0,0
20080519,20080529,Valley,Hemlock,3,4,Pitfall,LINYPHIIDAE,Walckenaeria,directa,1,0,0
20080519,20080529,Valley,Hemlock,3,4,Pitfall,AMAUROBIIDAE,Amaurobius,borealis,3,0,0
20080718,20080728,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,9
20080718,20080728,Valley,Hemlock,3,2,Pitfall,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,5,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,9,0,0
20080519,20080529,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,1,0,0
20080519,20080529,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Tapinocyba,simplex,0,1,0
20080519,20080529,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,2,1,0
20080519,20080529,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,0,1,0
20080519,20080529,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Tenuiphantes,zebra,0,1,0
20080718,20080728,Valley,Hemlock,3,1,Pitfall,HAHNIDAE,immHahn,sp.,0,0,2
20080519,20080529,Valley,Hemlock,3,4,Pitfall,AMAUROBIIDAE,Wadotes,hybridus,0,1,0
20080519,20080529,Valley,Hemlock,3,2,Pitfall,LYCOSIDAE,Pirata,montanus,2,0,0
20080519,20080529,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,51
20080519,20080529,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Meioneta,simplex,1,1,0
20080519,20080529,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,1,0,0
20080519,20080529,Valley,Hemlock,3,4,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,12
20080519,20080529,Valley,Hemlock,3,2,Pitfall,LINYPHIIDAE,Meioneta,simplex,1,0,0
20080519,20080529,Valley,Hemlock,3,2,Pitfall,LINYPHIIDAE,Walckenaeria,directa,1,0,0
20080718,20080728,Valley,Hemlock,3,5,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,2
20080519,20080529,Valley,Hemlock,3,2,Pitfall,LIOCRANIDAE,Agroeca,ornata,2,0,0
20080718,20080728,Valley,Hemlock,3,1,Pitfall,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,0,2,0
20080718,20080728,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Eperigone,brevidentata,0,4,0
20080718,20080728,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080718,20080728,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Microneta,viaria,0,1,0
20080718,20080728,Valley,Hemlock,3,5,Litter_sifting,HAHNIIDAE,Neoantistea,magna,1,0,0
20080718,20080728,Valley,Hemlock,3,5,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080718,20080728,Valley,Hemlock,3,5,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,13
20080519,20080529,Valley,Hemlock,3,2,Pitfall,HAHNIIDAE,Neoantistea,magna,0,1,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Eperigone,brevidentata,0,2,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,6
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,8,6,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,2,3,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Tapinocyba,simplex,1,1,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,0,1,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Walckenaeria,minuta,1,0,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Macrargus,multesimus,0,1,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Tenuiphantes,zebra,3,0,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Walckenaeria,directa,1,0,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,DICTYNIDAE,Cicurina,brevis,1,0,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,SALTICIDAE,Neon,nelli,0,1,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,20
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,ARANEIDAE,immAran,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,HAHNIIDAE,Neoantistea,magna,0,1,0
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,12
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,5
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,THERIDIIDAE,immTher,sp.,0,0,2
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,3
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,THERIDIIDAE,Robertus,riparius,1,0,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,0,1,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,19
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,Microneta,viaria,1,1,0
20080922,20081002,Valley,Hemlock,3,1,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,5
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,0,3,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,2,5,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,1,5,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,10
